start_id,start_label,end_id,end_label,relation_type,confidence,source
SUB_001,SubTrack,STG_MV_001,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_002,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_003,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_004,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_004B,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_005,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_006,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_007,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_008,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_009,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_001,SubTrack,STG_MV_010,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_001,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_002,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_003,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_004,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_005,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_006,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_007,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_008,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_009,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_002,SubTrack,STG_OC_010,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_001,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_002,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_003,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_004,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_005,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_006,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_007,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_008,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_009,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_003,SubTrack,STG_LA_010,ChainStage,HAS_STAGE,1.00,unified_structure_v2
SUB_004,SubTrack,STG_004_001,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_002,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_003,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_004,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_005,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_006,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_004,SubTrack,STG_004_007,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_001,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_002,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_003,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_004,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_005,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_005,SubTrack,STG_005_006,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_006,SubTrack,STG_006_001,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_006,SubTrack,STG_006_002,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_006,SubTrack,STG_006_003,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
SUB_006,SubTrack,STG_006_004,ChainStage,HAS_STAGE,1.00,expansion_patch_2026-05-12
